origin1,1,gpt2-large,0.2,0.5727625
origin1,1,gpt2-large,1.3,0.6034083
origin1,2,gpt2-large,0.2,0.598488
origin1,2,gpt2-large,1.3,0.7936863
origin1,3,gpt2-large,0.2,0.6571332
origin1,3,gpt2-large,1.3,0.76361454
origin10,28,gpt2-large,0.2,0.62483466
origin10,28,gpt2-large,1.3,0.577386
origin10,29,gpt2-large,0.2,0.5185958
origin10,29,gpt2-large,1.3,0.59319186
origin10,30,gpt2-large,0.2,0.61835533
origin10,30,gpt2-large,1.3,0.5100969
origin2,4,gpt2-large,0.2,0.85296345
origin2,4,gpt2-large,1.3,0.57701385
origin2,5,gpt2-large,0.2,0.82469845
origin2,5,gpt2-large,1.3,0.68890303
origin2,6,gpt2-large,0.2,0.59604514
origin2,6,gpt2-large,1.3,0.593689
origin3,7,gpt2-large,0.2,0.68209857
origin3,7,gpt2-large,1.3,0.6033532
origin3,8,gpt2-large,0.2,0.67444074
origin3,8,gpt2-large,1.3,0.52411133
origin3,9,gpt2-large,0.2,0.83074206
origin3,9,gpt2-large,1.3,0.6592883
origin4,10,gpt2-large,0.2,0.55496985
origin4,10,gpt2-large,1.3,0.551932
origin4,11,gpt2-large,0.2,0.66790295
origin4,11,gpt2-large,1.3,0.65887725
origin4,12,gpt2-large,0.2,0.6601685
origin4,12,gpt2-large,1.3,0.53376377
origin5,13,gpt2-large,0.2,0.48150247
origin5,13,gpt2-large,1.3,0.73451793
origin5,14,gpt2-large,0.2,0.63034654
origin5,14,gpt2-large,1.3,0.5944713
origin5,15,gpt2-large,0.2,0.63133776
origin5,15,gpt2-large,1.3,0.63946086
origin6,16,gpt2-large,0.2,0.66579187
origin6,16,gpt2-large,1.3,0.61911774
origin6,17,gpt2-large,0.2,0.47491318
origin6,17,gpt2-large,1.3,0.7816957
origin6,18,gpt2-large,0.2,0.73868436
origin6,18,gpt2-large,1.3,0.58918107
origin7,19,gpt2-large,0.2,0.71074396
origin7,19,gpt2-large,1.3,0.5568582
origin7,20,gpt2-large,0.2,0.7221719
origin7,20,gpt2-large,1.3,0.5922337
origin7,21,gpt2-large,0.2,0.7624871
origin7,21,gpt2-large,1.3,0.68645144
origin8,22,gpt2-large,0.2,0.6751136
origin8,22,gpt2-large,1.3,0.5836445
origin8,23,gpt2-large,0.2,0.7124771
origin8,23,gpt2-large,1.3,0.66947067
origin8,24,gpt2-large,0.2,0.6490877
origin8,24,gpt2-large,1.3,0.75643426
origin9,25,gpt2-large,0.2,0.55918306
origin9,25,gpt2-large,1.3,0.8004546
origin9,26,gpt2-large,0.2,0.62974614
origin9,26,gpt2-large,1.3,0.6936622
origin9,27,gpt2-large,0.2,0.7678668
origin9,27,gpt2-large,1.3,0.7099575
origin1,1,EleutherAI_gpt-neo-1.3B,0.2,0.8408364
origin1,1,EleutherAI_gpt-neo-1.3B,1.3,0.6597169
origin1,2,EleutherAI_gpt-neo-1.3B,0.2,0.83597344
origin1,2,EleutherAI_gpt-neo-1.3B,1.3,0.6609351
origin1,3,EleutherAI_gpt-neo-1.3B,0.2,0.83842945
origin1,3,EleutherAI_gpt-neo-1.3B,1.3,0.5246078
origin10,28,EleutherAI_gpt-neo-1.3B,0.2,0.6517786
origin10,28,EleutherAI_gpt-neo-1.3B,1.3,0.62397707
origin10,29,EleutherAI_gpt-neo-1.3B,0.2,0.8464815
origin10,29,EleutherAI_gpt-neo-1.3B,1.3,0.5476991
origin10,30,EleutherAI_gpt-neo-1.3B,0.2,0.68728507
origin10,30,EleutherAI_gpt-neo-1.3B,1.3,0.6248546
origin2,4,EleutherAI_gpt-neo-1.3B,0.2,0.76994133
origin2,4,EleutherAI_gpt-neo-1.3B,1.3,0.63444626
origin2,5,EleutherAI_gpt-neo-1.3B,0.2,0.5303532
origin2,5,EleutherAI_gpt-neo-1.3B,1.3,0.6729182
origin2,6,EleutherAI_gpt-neo-1.3B,0.2,0.64883673
origin2,6,EleutherAI_gpt-neo-1.3B,1.3,0.5717665
origin3,7,EleutherAI_gpt-neo-1.3B,0.2,0.7740476
origin3,7,EleutherAI_gpt-neo-1.3B,1.3,0.7359786
origin3,8,EleutherAI_gpt-neo-1.3B,0.2,0.71777
origin3,8,EleutherAI_gpt-neo-1.3B,1.3,0.65108
origin3,9,EleutherAI_gpt-neo-1.3B,0.2,0.846584
origin3,9,EleutherAI_gpt-neo-1.3B,1.3,0.543383
origin4,10,EleutherAI_gpt-neo-1.3B,0.2,0.7798823
origin4,10,EleutherAI_gpt-neo-1.3B,1.3,0.52401435
origin4,11,EleutherAI_gpt-neo-1.3B,0.2,0.7054295
origin4,11,EleutherAI_gpt-neo-1.3B,1.3,0.59293044
origin4,12,EleutherAI_gpt-neo-1.3B,0.2,0.7689874
origin4,12,EleutherAI_gpt-neo-1.3B,1.3,0.84037125
origin5,13,EleutherAI_gpt-neo-1.3B,0.2,0.55579484
origin5,13,EleutherAI_gpt-neo-1.3B,1.3,0.7873146
origin5,14,EleutherAI_gpt-neo-1.3B,0.2,0.6767025
origin5,14,EleutherAI_gpt-neo-1.3B,1.3,0.56438136
origin5,15,EleutherAI_gpt-neo-1.3B,0.2,0.8709777
origin5,15,EleutherAI_gpt-neo-1.3B,1.3,0.65179336
origin6,16,EleutherAI_gpt-neo-1.3B,0.2,0.91243
origin6,16,EleutherAI_gpt-neo-1.3B,1.3,0.6590887
origin6,17,EleutherAI_gpt-neo-1.3B,0.2,0.71466476
origin6,17,EleutherAI_gpt-neo-1.3B,1.3,0.558174
origin6,18,EleutherAI_gpt-neo-1.3B,0.2,0.7951297
origin6,18,EleutherAI_gpt-neo-1.3B,1.3,0.6845008
origin7,19,EleutherAI_gpt-neo-1.3B,0.2,0.8221544
origin7,19,EleutherAI_gpt-neo-1.3B,1.3,0.72769845
origin7,20,EleutherAI_gpt-neo-1.3B,0.2,0.807793
origin7,20,EleutherAI_gpt-neo-1.3B,1.3,0.6429036
origin7,21,EleutherAI_gpt-neo-1.3B,0.2,0.70210814
origin7,21,EleutherAI_gpt-neo-1.3B,1.3,0.59796184
origin8,22,EleutherAI_gpt-neo-1.3B,0.2,0.6318654
origin8,22,EleutherAI_gpt-neo-1.3B,1.3,0.65558326
origin8,23,EleutherAI_gpt-neo-1.3B,0.2,0.8708026
origin8,23,EleutherAI_gpt-neo-1.3B,1.3,0.7920779
origin8,24,EleutherAI_gpt-neo-1.3B,0.2,0.81775486
origin8,24,EleutherAI_gpt-neo-1.3B,1.3,0.79518515
origin9,25,EleutherAI_gpt-neo-1.3B,0.2,0.75908065
origin9,25,EleutherAI_gpt-neo-1.3B,1.3,0.6488785
origin9,26,EleutherAI_gpt-neo-1.3B,0.2,0.8236841
origin9,26,EleutherAI_gpt-neo-1.3B,1.3,0.6642454
origin9,27,EleutherAI_gpt-neo-1.3B,0.2,0.7721189
origin9,27,EleutherAI_gpt-neo-1.3B,1.3,0.60276264
origin1,1,gpt-3.5-turbo,0.2,0.27932435
origin1,1,gpt-3.5-turbo,1.3,0.2633112
origin1,2,gpt-3.5-turbo,0.2,0.32511228
origin1,2,gpt-3.5-turbo,1.3,0.3560027
origin1,3,gpt-3.5-turbo,0.2,0.56189036
origin1,3,gpt-3.5-turbo,1.3,0.5632526
origin10,28,gpt-3.5-turbo,0.2,0.4593555
origin10,28,gpt-3.5-turbo,1.3,0.4219131
origin10,29,gpt-3.5-turbo,0.2,0.33439842
origin10,29,gpt-3.5-turbo,1.3,0.3591365
origin10,30,gpt-3.5-turbo,0.2,0.69674844
origin10,30,gpt-3.5-turbo,1.3,0.57689756
